date,change,changeOverTime,changePercent,close,high,label,low,open,symbol,uClose,uHigh,uLow,uOpen,uVolume,volume
2017-09-20,10.68,0.755842,1.14,947.54,950.0,"Sep 20, 17",937.5,937.73,GOOGL,947.54,950.0,937.5,937.73,2004018,2004018
2017-09-21,0.01,0.75586,0.0011,947.55,952.8,"Sep 21, 17",939.38,948.13,GOOGL,947.55,952.8,939.38,948.13,1370685,1370685
2017-09-22,-4.29,0.747911,-0.4527,943.26,950.0,"Sep 22, 17",940.84,942.77,GOOGL,943.26,950.0,940.84,942.77,1074806,1074806
2017-09-25,-8.98,0.73127,-0.952,934.28,939.75,"Sep 25, 17",924.51,939.45,GOOGL,934.28,939.75,924.51,939.45,1873375,1873375
2017-09-26,3.15,0.737107,0.3372,937.43,944.08,"Sep 26, 17",935.12,936.69,GOOGL,937.43,944.08,935.12,936.69,1672749,1672749
2017-09-27,22.47,0.778745,2.397,959.9,965.43,"Sep 27, 17",941.95,942.74,GOOGL,959.9,965.43,941.95,942.74,2334635,2334635
2017-09-28,4.91,0.787844,0.5115,964.81,966.18,"Sep 28, 17",955.55,956.25,GOOGL,964.81,966.18,955.55,956.25,1400931,1400931
2017-09-29,8.91,0.804355,0.9235,973.72,975.81,"Sep 29, 17",966.0,966.0,GOOGL,973.72,975.81,966.0,966.0,2031092,2031092
2017-10-02,-6.25,0.792773,-0.6419,967.47,977.74,"Oct 2, 17",961.95,975.65,GOOGL,967.47,977.74,961.95,975.65,1539122,1539122
2017-10-03,4.61,0.801316,0.4765,972.08,972.44,"Oct 3, 17",962.71,967.56,GOOGL,972.08,972.44,962.71,967.56,1083948,1083948
2017-10-04,-5.3,0.791494,-0.5452,966.78,974.4,"Oct 4, 17",965.61,971.76,GOOGL,966.78,974.4,965.61,971.76,1057769,1057769
2017-10-05,18.41,0.825609,1.9043,985.19,986.51,"Oct 5, 17",970.27,972.79,GOOGL,985.19,986.51,970.27,972.79,1780946,1780946
2017-10-06,8.45,0.841267,0.8577,993.64,994.26,"Oct 6, 17",978.51,980.0,GOOGL,993.64,994.26,978.51,980.0,1553033,1553033
2017-10-09,-1.33,0.838803,-0.1339,992.31,1000.46,"Oct 9, 17",991.5,995.0,GOOGL,992.31,1000.46,991.5,995.0,1295467,1295467
2017-10-10,-4.51,0.830446,-0.4545,987.8,997.47,"Oct 10, 17",981.11,995.3,GOOGL,987.8,997.47,981.11,995.3,1163400,1163400
2017-10-11,17.85,0.863523,1.807,1005.65,1007.57,"Oct 11, 17",987.94,989.04,GOOGL,1005.65,1007.57,987.94,989.04,1814999,1814999
2017-10-12,0.0,0.863523,0.0,1005.65,1011.54,"Oct 12, 17",1001.1,1003.84,GOOGL,1005.65,1011.54,1001.1,1003.84,1530664,1530664
2017-10-13,2.22,0.867636,0.2208,1007.87,1014.76,"Oct 13, 17",1007.06,1009.11,GOOGL,1007.87,1014.76,1007.06,1009.11,1327632,1327632
2017-10-16,1.48,0.870379,0.1468,1009.35,1012.0,"Oct 16, 17",1001.52,1009.63,GOOGL,1009.35,1012.0,1001.52,1009.63,1071023,1071023
2017-10-17,1.65,0.873436,0.1635,1011.0,1014.56,"Oct 17, 17",1006.05,1007.44,GOOGL,1011.0,1014.56,1006.05,1007.44,1012998,1012998
2017-10-18,1.74,0.876661,0.1721,1012.74,1016.31,"Oct 18, 17",1005.32,1011.05,GOOGL,1012.74,1016.31,1005.32,1011.05,1279780,1279780
2017-10-19,-10.9,0.856463,-1.0763,1001.84,1007.32,"Oct 19, 17",997.3,1004.75,GOOGL,1001.84,1007.32,997.3,1004.75,1714243,1714243
2017-10-20,3.23,0.862448,0.3224,1005.07,1008.65,"Oct 20, 17",1002.27,1007.05,GOOGL,1005.07,1008.65,1002.27,1007.05,1606031,1606031
2017-10-23,-19.53,0.826258,-1.9431,985.54,1005.79,"Oct 23, 17",983.1,1005.18,GOOGL,985.54,1005.79,983.1,1005.18,1639294,1639294
2017-10-24,2.95,0.831724,0.2993,988.49,989.26,"Oct 24, 17",977.08,986.5,GOOGL,988.49,989.26,977.08,986.5,1445129,1445129
2017-10-25,2.97,0.837228,0.3005,991.46,994.43,"Oct 25, 17",977.72,986.27,GOOGL,991.46,994.43,977.72,986.27,1528710,1528710
2017-10-26,-0.04,0.837154,-0.004,991.42,1006.51,"Oct 26, 17",990.47,998.47,GOOGL,991.42,1006.51,990.47,998.47,2369838,2369838
